linha_produto,principio_ativo,n_skus,marcas,decision,cod_item,desc_global,confidence,reasoning,n_candidates,candidate_cod_items,model,cached,error,custo_medio,custo_min,custo_max,vl_medio_global,prev_mes_rs,abc_global,run_pass
"ENOXAPARINA SODICA (100MG SOUCAO INJETAVEL SERINGA PREENCHIDA 1,0ML)",ENOXAPARINA SODICA,1,['BLAU'],match,86751.0,"enoxaparina sodica 100 mg sol inj ser 1,0 ml",0.95,"Princípio ativo: enoxaparina sódica (mesmo). Dose: 100 mg (mesma). Forma: solução injetável em seringa pré-preenchida (mesma). Via: IV/SC indicada na descrição — compatível com via do candidato. Volume/embalagem: 1,0 ml (mesmo). Marcas ignoradas.",25,"[105545, 86751, 86753, 86754, 86755, 86752, 113429, 111928, 86682, 83696, 103581, 86614, 111927, 86604, 115565, 113430, 114696, 87253, 104284, 87107, 92945, 110695, 116669, 86443, 87109]",openai:gpt-5-mini,False,,55.0,55.0,55.0,38.13,941.811,C,initial
PALMITATO DE RETINOL+COLECALCIFEROL+OXIDO DE ZINCO (1000 UI/G+400 UI/G+100 MG/G BISNAGA 45G),PALMITATO DE RETINOL,1,['NATIVITA'],no_match,,,0.85,"Produto Unimed: pomada tópica com PALMITATO DE RETINOL + COLECALCIFEROL + ÓXIDO DE ZINCO 1000 UI/g + 400 UI/g + 100 mg/g, bisnaga 45 g. Nenhum candidato Global descreve essa combinação tri-ativa na mesma forma/dose/via. Candidato 87033 tem óxido de zinco mas com 200 mg/g e contém nistatina (difere em substância e dose); candidato 86846 inclui retinol (acetato) mas é pomada oftálmica com outros actives e dose/formulação diferentes. Outros candidatos são colecalciferol isolado ou produtos não tópicos/antipsicóticos. Portanto sem equivalente clínico nos candidatos.",25,"[87033, 86666, 86665, 86661, 86606, 87086, 86846, 113429, 87087, 87202, 104303, 86601, 87085, 87327, 113430, 87338, 86843, 105079, 113428, 87405, 87203, 87174, 92957, 86710, 100370]",openai:gpt-5-mini,False,,0.049833,0.049833,0.049833,,,,initial
OLEATO DE MONOETANOLAMINA ( 50MG/ML INJ 2ML),OLEATO DE MONOETANOLAMINA,2,['FQM'],match,86777.0,etanolamina 50 mg/ml sol inj amp 2 ml,0.9,Princípio: etanolamina (OLEATO DE MONOETANOLAMINA ≡ etanolamina oleato) — correspondência clínica; Dose: 50 mg/ml = 50 mg/ml; Forma: solução injetável; Via: injetável (ampola) compatível; Volume: 2 ml = 2 ml. Marcas/VP ignoradas.,25,"[87286, 86777, 83676, 87065, 113040, 86859, 87066, 86769, 83687, 87141, 83672, 86979, 86712, 87096, 87210, 83673, 87209, 86965, 110280, 106331, 87267, 86995, 86963, 115305, 115814]",openai:gpt-5-mini,False,,6.5422910000000005,6.315117,6.769465,8.9,201.14,C,initial
TAMPA VEDANTE MACHO/FEMEA,PRODUTOS PARA SAUDE,1,['DESCARPACK'],match,87640.0,conector para luer macho e femea vedcap modelo 592559,0.95,Princípio: produtos para saúde (insumo). Apresentação clínica: tampa/vedante para conector Luer macho/fêmea — corresponde exatamente ao candidato 87640 (“conector para luer macho e femea vedcap modelo 592559”). Forma: tampa/conector vedante (compatível); via não aplicável; dose/volume não aplicáveis. Marcas ignoradas; especificação de macho/fêmea coincide.,25,"[87640, 92744, 83903, 87755, 107629, 102397, 83887, 83899, 83900, 88172, 103509, 87221, 83763, 84908, 84900, 84907, 84262, 84261, 93006, 83767, 87988, 87990, 87987, 87989, 87985]",openai:gpt-5-mini,False,,0.131141,0.131141,0.131141,0.24,1264.896,B,initial
LAMINA BISTURI 24 ACO INOX,PRODUTOS PARA SAUDE,1,['DESCARPACK'],no_match,,,0.9,"Unimed: lâmina de bisturi nº 24 em aço inox (especificação: número 24 e material aço inox). Nenhum candidato Global corresponde a lâmina nº 24 em aço inox. Candidatos listam lâminas carbonadas nº 23, 15, 11 ou placas/laminas para tricotomizador/pediátrica — números e/ou material/formato diferentes. Portanto não há equivalência clínica estrita (nº/material/formato).",25,"[104891, 87773, 87772, 87761, 87716, 103685, 108038, 83840, 87051, 86866, 86899, 83671, 87004, 98156, 111929, 87239, 87167, 87508, 87186, 87187, 87005, 88009, 87714, 107191, 105841]",openai:gpt-5-mini,False,,0.19477,0.19477,0.19477,,,,initial
LAMINA BISTURI 22 ACO INOX,PRODUTOS PARA SAUDE,1,['DESCARPACK'],no_match,,,0.9,"Unimed pede lâmina de bisturi nº 22 em aço inox (lâmina cirúrgica específica nº22). Na lista não há lâmina nº 22; os candidatos são nº23, nº15, nº11, materiais carbonados ou itens não equivalentes (placa p/ infantil, lâmina p/ tricotomizador, etc.). Portanto não há apresentação clínica equivalente.",25,"[104891, 87773, 87772, 87761, 87716, 103685, 83840, 87051, 86866, 86899, 83671, 87004, 98156, 111929, 87239, 87167, 87186, 87005, 88009, 108038, 87714, 107191, 105841, 87230, 86409]",openai:gpt-5-mini,False,,0.194677,0.194677,0.194677,,,,initial
OMEPRAZOL SODICO  ( 40 MG PO INJ IV + DIL 10 ML),OMEPRAZOL SODICO,5,"['BLAU', 'CRISTALIA', 'EUROFARMA', 'TEUTO']",match,87063.0,omeprazol 40 mg po liof inj fa + diluente,1.0,"Mesmo princípio ativo (omeprazol sódico), mesma dose (40 mg), mesma forma farmacêutica (pó liofilizado para solução injetável) e indicação de diluente compatível (fa + diluente / dil 10 ml). Via injetável/IV também compatível.",25,"[101571, 87063, 86774, 86649, 87201, 87102, 86753, 86988, 87094, 86523, 86595, 86789, 86596, 86734, 86615, 86916, 86965, 86732, 86744, 83664, 86537, 87064, 86466, 87089, 86994]",openai:gpt-5-mini,False,,7.7261,5.966,12.0,7.5,4057.5,C,initial
SONDA DE ASPIRACAO TRAQUEAL,PRODUTOS PARA SAUDE,10,['MEDSONDA'],no_match,,,0.95,"Unimed lista sondas de aspiração traqueal em vários calibres (n° 08, 14, 16). Para sondas o calibre/nº é característica clínica determinante; o catálogo Global tem itens separados por n° (ex.: 87553 n°08, 87556 n°14, 87557 n°16). Não existe um único cod_item Global que cubra todos os calibres listados, portanto não é possível mapear toda a linha a um único item.",25,"[87555, 87554, 87552, 87553, 87551, 87556, 87557, 87558, 84742, 87571, 87575, 87576, 87577, 87572, 87569, 87993, 87683, 87574, 87994, 87578, 87996, 92840, 87799, 87566, 87565]",openai:gpt-5-mini,False,,0.6750858,0.452,0.8262,,,,initial
MICROTUBO,PRODUTOS PARA SAUDE,1,['CRAL'],no_match,,,0.95,"Microtubo Eppendorf 1,5 µL — insumo de laboratório (tubo de coleta/centrifuga). Nenhum dos candidatos corresponde a tubo/microtubo; os itens listados são medicamentos, alimentos ou materiais distintos (ex.: misoprostol, fortini, equipo, sugador, termômetro) sem especificação de tubo. Forma/uso/volume incompatíveis; portanto sem match.",25,"[103580, 83777, 84936, 87001, 87000, 84923, 84958, 115489, 84937, 84178, 84934, 85019, 87193, 83767, 83837, 87742, 83671, 86775, 87519, 114686, 100369, 87620, 92918, 102397, 84843]",openai:gpt-5-mini,False,,0.032,0.032,0.032,,,,initial
DIPIRONA MONOIDRATADA  (500MG/ML SOL OR 10ML),DIPIRONA MONOIDRATADA,2,"['EMS', 'FARMACE']",match,83669.0,dipirona 500 mg/ml sol or fr got 20 ml,0.9,"Princípio ativo: dipirona monoidratada (mesmo). Concentração: 500 mg/ml (mesma). Forma farmacêutica: solução oral (sol or) (mesma). Via: oral (mesma). Volume: Unimed 10 ml vs candidato 20 ml — embalagem diferente, mas apresentação clínica e concentração idênticas; considerado compatível.",25,"[86906, 87123, 83666, 83669, 83668, 86536, 86679, 87335, 110280, 87266, 86581, 86770, 87160, 110317, 83667, 86978, 86732, 108715, 87267, 86963, 87097, 110315, 86596, 111044, 86994]",openai:gpt-5-mini,False,,1.5,1.05,1.95,3.85,503.965,C,initial
DIPIRONA MONOIDRATADA LIQUIDO ( 500MG/ML SOL OR 20ML VP) ,DIPIRONA MONOIDRATADA,4,"['EMS', 'FARMACE', 'NEO QUIMICA']",match,83669.0,dipirona 500 mg/ml sol or fr got 20 ml,1.0,Princípio ativo: dipirona monoidratada — igual. Concentração: 500 mg/ml — igual. Forma farmacêutica: solução oral — igual. Via: oral — igual. Volume/embalagem: 20 ml — compatível. Marcas comerciais ignoradas.,25,"[86906, 87123, 83666, 83669, 83668, 86581, 83667, 86770, 110280, 87335, 111044, 86536, 86717, 110317, 86679, 86979, 86870, 86978, 113736, 87160, 86423, 115780, 108715, 86341, 110315]",openai:gpt-5-mini,False,,8.775,2.1,14.95,3.85,503.965,C,initial
PERINDOPRIL ARGININA;INDAPAMIDA;BESILATO DE ANLODIPINO,PERINDOPRIL ARGININA,1,['SERVIER'],no_match,,,0.9,"Unimed: combinação fixa Perindopril arginina 5 mg + Indapamida 1,25 mg + Anlodipino (besilato) 5 mg em comprimido (TRIPLIXAM). Nenhum candidato Global representa essa combinação tripla. Existem apenas itens de componente isolado (ex.: cod 111003 perindopril 5 mg e cod 86483 anlodipino 5 mg), sem item que inclua também indapamida; portanto não atende aos critérios (mesma substância/combinação e apresentação clínica).",25,"[88159, 111003, 86483, 86482, 87195, 86480, 87215, 87772, 92957, 104303, 87951, 87338, 110640, 87957, 114847, 87804, 87085, 87327, 92732, 108101, 87087, 87086, 108740, 86683, 86958]",openai:gpt-5-mini,False,,1.087583,1.087583,1.087583,,,,initial
SUCCINATO SODICO DE METILPREDNISOLONA (125MG PO SOL INJ IV/IM FA + DIL 2ML),SUCCINATO SODICO DE METILPREDNISOLONA,3,"['BLAU', 'FRESENIUS']",match,86973.0,"metilprednisolona, succinato sodio 125 mg po liof inj fa",1.0,"Princípio: metilprednisolona succinato sódico — igual; Dose: 125 mg — igual; Forma: pó liofilizado para solução injetável (PO LIOF INJ/FA) — compatível; Via: IV/IM (indicada na linha Unimed) — compatível com candidato; Volume/diluição: Unimed cita dil 2 ml, candidato é liof. inj. faixa (mesma apresentação clínica). Marca ignorada. Portanto corresponde ao item 86973.",25,"[83680, 86975, 86973, 87201, 86761, 83665, 87102, 87089, 86774, 83653, 86695, 86614, 86850, 83679, 87041, 86509, 83696, 86649, 86824, 86518, 87168, 87279, 98005, 86980, 113736]",openai:gpt-5-mini,False,,7.5,5.5,11.0,10.99,11763.696000000002,B,initial
LUVA CIRURGICA 7.0 C/PO,PRODUTOS PARA SAUDE,9,"['BE CARE', 'LEMGRUBER', 'MUCAMBO', 'SANRO']",match,87528.0,"luva cirurgica esteril nº 7,0",0.9,"Princípio: luva cirúrgica (produto para saúde). Tamanho: nº 7,0 coincide. Forma/estado: luva cirúrgica estéril (matching). Via/uso: aplicação cirúrgica (compatível). Observação: Unimed especifica ""c/ pó""; candidato genérico não especifica talco/sem talco, mas corresponde à mesma apresentação clínica (luva cirúrgica estéril nº 7,0).",25,"[87528, 87768, 87529, 87530, 108060, 87753, 87767, 87699, 87727, 87786, 84269, 83798, 87731, 83797, 83799, 83796, 83801, 83800, 83795, 88162, 88161, 88163, 87947, 88135, 87680]",openai:gpt-5-mini,False,,1.8375399999999995,0.90026,6.2,1.46,3721.394,A,initial
PEROXIDO DE HIDROGENIO (10 VOL 1L),PEROXIDO DE HIDROGENIO,1,['RIOQUIMICA'],no_match,,,0.9,"Princípio: peróxido de hidrogênio (água oxigenada) e concentração 10 vol coincidem com candidato 6; porém a apresentação de Unimed é 1 L enquanto o candidato 6 é 100 mL — volume/embalagem diferente e especificado. Não há nenhum candidato com a mesma apresentação (10 vol 1L). Portanto, no_match.",25,"[101124, 92940, 84107, 86803, 83774, 111262, 87310, 84179, 87160, 83803, 87719, 87118, 103251, 103138, 92960, 86865, 113736, 116736, 84899, 86651, 84855, 86988, 86762, 115780, 87687]",openai:gpt-5-mini,False,,4.45,4.45,4.45,,,,initial
"SULFATO DE ATROPINA (0,50MG/2ML INJ AMPOLA 2ML)",SULFATO DE ATROPINA,1,['SANTISA'],match,86494.0,"atropina 0,25 mg/ml sol inj amp 1 ml",0.8,"Princípio ativo idêntico (sulfato de atropina/atropina). Concentração igual: Unimed 0,50 mg/2 ml = 0,25 mg/ml; candidato 86494 = 0,25 mg/ml. Forma farmacêutica (solução injetável) e via (IV) compatíveis. Diferença de volume/embalagem (Unimed ampola 2 ml vs candidato ampola 1 ml) reduz confiança, mas apresentação clínica é equivalente em concentração e uso.",25,"[87286, 86494, 87210, 87209, 87096, 110280, 87065, 87141, 83676, 115780, 87041, 87007, 83696, 87040, 86859, 87066, 86777, 106331, 87024, 83668, 87016, 86994, 87017, 83672, 86997]",openai:gpt-5-mini,False,,0.6,0.6,0.6,0.78,153.816,C,initial
BARREIRA PROTETORA- RIODERM PROTECTION,PRODUTOS PARA SAUDE,1,['RIOQUIMICA'],match,87958.0,creme de barreira 60g comfell  (ref: 4720),0.75,"Unimed descreve 'barreira protetora' (produto tópico de proteção cutânea). O item 87958 é 'creme de barreira 60g comfell' — mesma finalidade clínica (barreira protetora), mesma forma farmacêutica (creme/tópico) e via (dermal). Marca/laboratório são ignorados. Volume não especificado pela Unimed, mas 60g é compatível. Portanto há equivalência clínica.",25,"[112391, 92718, 83847, 108146, 107340, 103894, 111152, 108238, 87913, 87958, 107629, 83922, 86505, 107341, 86504, 84288, 84151, 87751, 88003, 88002, 88121, 92866, 83844, 87857, 87331]",openai:gpt-5-mini,False,,39.0,39.0,39.0,41.39,7085.968,A,initial
CLORIDRATO DE ESCETAMINA (50MG/ML SOL INJ 10ML) C1,CLORIDRATO DE ESCETAMINA,1,['CRISTALIA'],match,86705.0,"escetamina, cloridrato de 50 mg/ml sol inj amp 10 ml im/ev (ketamin)",1.0,Princípio ativo: escetamina (cloridrato) — igual. Dose/concentração: 50 mg/ml — igual. Forma farmacêutica: solução injetável — igual. Via: IM/EV (candidato indica IM/EV; Unimed indica IV/IM) — compatível. Volume/embalagem: ampola 10 ml — igual. Marca ignorada.,25,"[83673, 86704, 86705, 86335, 116736, 100269, 95507, 87141, 116877, 86865, 111299, 83664, 86601, 86786, 86463, 87200, 110315, 110317, 83659, 87127, 86651, 87040, 106331, 86649, 86641]",openai:gpt-5-mini,False,,67.0,67.0,67.0,60.32,2979.808,C,initial
CARMELOSE SODICA (5MG/ML SOLUCAO OFTALMICA 15ML),CARMELOSE SODICA,1,['NEO QUIMICA'],match,86573.0,carmelose 5 mg/ml sol oft fr got 5 ml,0.9,"Princípio: carmelose sódica = carmelose; Dose: 5 mg/ml = 5 mg/ml; Forma: solução oftálmica (frasco conta-gotas) = sol oft fr got; Via: oftálmica = oftalmica; Volume: Unimed 15 ml vs candidato 5 ml — diferença de volume, mas apresentação clínica (substância, concentração, forma e via) é equivalente clinicamente, portanto considerado match.",25,"[86544, 87193, 111299, 86573, 86815, 87190, 83696, 84210, 111216, 87848, 106331, 86596, 83688, 87141, 87829, 83679, 83676, 86458, 87295, 86571, 83673, 86595, 87212, 86777, 86732]",openai:gpt-5-mini,False,,7.859995,7.859995,7.859995,18.81,193.743,C,initial
CLORIDRATO DE ESCETAMINA INJETAVEL ( 50MG/ML INJ 2ML B1),CLORIDRATO DE ESCETAMINA,1,['CRISTALIA'],match,86704.0,"escetamina, cloridrato de 50 mg/ml sol inj amp 2 ml im/ev (ketamin)",1.0,"Princípio: cloridrato de escetamina = escetamina, cloridrato. Dose/concentração: 50 mg/ml = 50 mg/ml. Forma: solução injetável (sol inj) = injetável. Via: ampola para IM/EV compatível com injetável. Volume/embalagem: ampola 2 ml = 2 ml (B1) correspondentes. Marcas ignoradas. Portanto corresponde clinicamente.",25,"[87286, 86704, 86705, 95507, 86909, 100269, 104604, 87127, 83673, 86463, 87380, 83674, 86335, 110280, 100370, 87041, 111420, 86727, 102325, 87065, 86865, 83676, 86908, 86651, 83664]",openai:gpt-5-mini,False,,13.28,13.28,13.28,16.72,5352.072,C,initial
"SULFATO DE MORFINA PENTAIDRATADO (0,2MG/ML INJ  EPIDURAL/INTRATECAL/IV 1ML)
",MORFINA,1,['CRISTALIA'],match,87004.0,"morfina 0,2 mg/ml inj amp 1 ml embalagem esteril",1.0,"Princípio: morfina (sulfato); dose: 0,2 mg/ml igual; forma: solução injetável em ampola 1 ml esteril igual; via: indicado epidural/intratécal/IV — produto injetável compatível com essas vias; embalagem/volume 1 ml compatível.",25,"[87004, 87007, 87006, 87698, 87209, 87005, 83674, 87089, 86649, 83673, 87327, 87210, 86720, 87087, 87086, 86705, 86555, 86615, 86601, 87085, 87173, 86824, 86874, 86477, 87260]",openai:gpt-5-mini,False,,5.58,5.58,5.58,4.0,1153.2,C,initial
GABAPENTINA (400MG CAPSULA) C1,GABAPENTINA,2,"['BIOLAB', 'EMS']",match,86592.0,gabapentina 400 mg cap dura,1.0,"Mesmo princípio ativo (gabapentina), mesma dose (400 mg), mesma forma farmacêutica (cápsula) e via oral. Marcas ignoradas; múltiplos SKUs Unimed mapeiam para este item Global.",25,"[86673, 86592, 86591, 92918, 86853, 87324, 86854, 86857, 87146, 87030, 87188, 101241, 86593, 112917, 84983, 92744, 86787, 87072, 86851, 86566, 87184, 84194, 86816, 87051, 116624]",openai:gpt-5-mini,False,,0.6168335,0.339,0.894667,0.83,169.154,C,initial
"EVEROLIMO (2,5MG COMPRIMIDO)",EVEROLIMO,1,['NOVARTIS'],match,87388.0,"everolimo 2,5 mg com afinitor",1.0,"Princípio ativo: everolimo (mesmo). Dose: 2,5 mg (igual). Forma farmacêutica: comprimido (igual) — via oral implícita. Marca Afinitor ignorada conforme regra 6. Outros candidatos têm doses ou substâncias diferentes.",25,"[87388, 106816, 86781, 115315, 87230, 87021, 87180, 87258, 87222, 87259, 87159, 87181, 87158, 87051, 87257, 86848, 86575, 87148, 87305, 87167, 87273, 86851, 86576, 92914, 87027]",openai:gpt-5-mini,False,,113.933367,113.933367,113.933367,117.98,3539.4,C,initial
"ATADURA CREPOM 10 X 1,8M 13F",PRODUTOS PARA SAUDE,2,"['AMED S/A', 'ECOMAX ']",match,87456.0,atadura crepom 10x180cm não estéril - embalagem individual,1.0,"Mesma apresentação clínica: atadura crepom (mesma forma), dimensões idênticas 10 x 1,8 m (10x180 cm), embalagem individual compatível; marcas ignoradas. Não há indicação de esterilidade na Unimed, candidato é não estéril — consistente.",25,"[87524, 88076, 87457, 87456, 88197, 88198, 87459, 88196, 87777, 87458, 88209, 83658, 87645, 87145, 84676, 84859, 117388, 84330, 117529, 102460, 115904, 84843, 87533, 117389, 86937]",openai:gpt-5-mini,False,,0.4325,0.381667,0.483333,1.23,1658.04,B,initial
"ATADURA CREPOM 20 X 1,8M 13F",PRODUTOS PARA SAUDE,1,['AMED S/A'],match,87458.0,atadura crepom 20x180cm não estéril - embalagem individual,0.9,"Princípio/produto: atadura crepom (produto para saúde); Dose/concentração: N/A; Forma farmacêutica: atadura/crepom; Via: uso externo (compatível); Volume/dimensão: 20 x 1,8 m (20x180 cm) corresponde exatamente ao item cod_item=87458 (20x180cm não estéril). Unimed não especificou esterilidade; escolhi a versão não estéril por corresponder exatamente às dimensões e apresentação clínica.",25,"[87524, 88076, 87457, 87456, 88197, 88198, 87459, 88196, 87777, 87458, 87645, 88036, 88209, 84676, 84859, 102460, 115904, 83639, 87535, 86937, 88191, 115151, 84858, 87145, 87092]",openai:gpt-5-mini,False,,0.85,0.85,0.85,2.65,25.705,C,initial
"ATADURA CREPOM 30 X 1,8M 13F",PRODUTOS PARA SAUDE,1,['AMED S/A'],match,87459.0,atadura crepom 30x180cm não estéril - embalagem individual,0.95,"Princípio: atadura crepom (produto para saúde) — corresponde. Dose/concentração: não aplicável. Forma farmacêutica: atadura crepom (bandagem) — corresponde. Via: tópico/externa — corresponde. Volume/medida: 30 x 1,8 m (30 cm x 180 cm) — corresponde exatamente ao item cod_item=87459 (atadura crepom 30x180cm não estéril, embalagem individual). Marcas/nome comercial ignorados; 13F não altera a apresentação clínica. Confiança alta.",25,"[87524, 88076, 87457, 87456, 88197, 88198, 87459, 88196, 87777, 87458, 88209, 87645, 84676, 84859, 106811, 117529, 102460, 88036, 115904, 87160, 86937, 83658, 84261, 88191, 84858]",openai:gpt-5-mini,False,,1.45,1.45,1.45,3.07,466.94699999999995,B,initial
"AMOXICILINA TRI-HIDRATADA+CLAVULANATO DE POTASSIO (50+12,5MG PO LIOFILO PARA SOLUCAO INJETAVEL)",AMOXICILINA TRI-HIDRATADA+CLAVULANATO DE POTASSIO,1,['EMS'],no_match,,,0.9,"Mesmo princípio ativo (amoxicilina + clavulanato) presente, mas nenhum candidato tem a mesma apresentação clínica 50 + 12,5 mg em pó liofilizado para solução injetável (ou 50+12,5 mg/ml). O item 86471 é pó liofilizado para injetável, porém na dose 1 g + 200 mg (diferença de dose). Outros candidatos são comprimidos ou suspensões orais com concentrações diferentes (86474, 86476) ou apenas amoxicilina (86472). Dose/concentração e/ou via/formato incompatíveis.",25,"[107026, 86471, 86474, 86476, 86472, 83659, 86824, 83647, 87173, 86940, 87168, 86704, 87041, 86705, 86463, 87262, 86614, 83646, 87327, 87335, 104303, 87087, 112393, 86477, 100370]",openai:gpt-5-mini,False,,8.54,8.54,8.54,,,,initial
